IDN,NSN,common_name,Price,UI,AAC,Batch,ParentID
267,5110-01-428-5268,Utility Knife (Replacement Blades),0.93,PG,H,KVPMSCA0267,4460-01-443-4895
268,5110-01-428-5275,Utility Knife (Replacement Blades),1.9,EA,H,KVPMSCA0268,4460-01-443-4896
269,5110-01-428-5278,Utility Knife (Replacement Blades),1.96,EA,H,KVPMSCA0269,4460-01-443-4897
270,5110-01-428-5342,Crosscut Saw,12.41,EA,H,KVPMSCA0270,4510-00-203-2707
271,5110-01-428-5416,Hacksaw,21.28,EA,H,KVPMSCA0271,4510-00-203-2721
272,5110-01-428-5422,Hacksaw,14.86,EA,H,KVPMSCA0272,4510-00-224-8549
273,5110-01-429-7306,Diagonal Cutting Pliers,9.13,EA,H,KVPMSCA0273,4510-00-247-1370
274,5110-01-429-7382,Aviation Snips,9.19,EA,H,KVPMSCA0274,5110-00-614-1455
275,5110-01-429-7391,Aviation Snips,10.33,EA,H,KVPMSCA0275,5110-00-640-5419
276,5110-01-429-7392,Aviation Snips,9.19,EA,H,KVPMSCA0276,5110-00-771-3732
277,5110-01-430-5039,Multi-Tool,74.53,EA,H,KVPMSCA0277,5110-00-892-5071
278,5110-01-430-5048,Multi-Tool,53.93,EA,H,KVPMSCA0278,5110-00-935-0890
279,5110-01-432-6191,Pocket Knife (Folding),113.61,EA,H,KVPMSCA0279,5110-00-965-0878
280,5110-01-434-9810,File (American Pattern - Flat),6.13,EA,H,KVPMSCA0280,5110-01-003-9357
281,5110-01-451-4943,Pocket Knife (Folding),119.15,EA,H,KVPMSCA0281,5110-01-014-4948
282,5110-01-451-4945,Multi-Tool,41.46,EA,H,KVPMSCA0282,5110-01-060-1701
283,5110-01-456-0578,Multi-Tool,73.84,EA,H,KVPMSCA0283,5110-01-068-5253
284,5110-01-462-3400,Multi-Tool,109.81,EA,H,KVPMSCA0284,5110-01-181-7030
285,5110-01-462-3402,Multi-Tool Kit,66.3,EA,H,KVPMSCA0285,5110-01-241-4371
286,5110-01-473-9291,Bolt Cutter,43.68,EA,H,KVPMSCA0286,5110-01-241-4373
287,5110-01-473-9775,Tube Cutter (Mini),6.68,EA,H,KVPMSCA0287,5110-01-241-4375
288,5110-01-474-0894,Multi-Tool,89.45,EA,H,KVPMSCA0288,5110-01-241-4376
289,5110-01-516-3228,Pocket Knife (Folding),79.13,EA,H,KVPMSCA0289,5110-01-321-8805
290,5110-01-516-3237,Pocket Knife (Folding),22.21,EA,H,KVPMSCA0290,5110-01-335-1366
291,5110-01-516-3243,Pocket Knife (Folding),116.99,EA,H,KVPMSCA0291,5110-01-335-1417
292,5110-01-516-3244,Pocket Knife (Folding),116.99,EA,H,KVPMSCA0292,5110-01-335-1418
293,5110-01-525-6659,Multi-Tool,140.58,EA,H,KVPMSCA0293,5110-01-335-1519
294,5110-01-525-6660,Multi-Tool,35.36,EA,H,KVPMSCA0294,5110-01-335-1582
295,5110-01-525-6664,Multi-Tool,106.17,EA,H,KVPMSCA0295,5110-01-335-1600
296,5110-01-525-6665,Multi-Tool,35.36,EA,H,KVPMSCA0296,5110-01-336-7982
297,5110-01-525-6666,Multi-Tool,45.9,EA,H,KVPMSCA0297,4460-01-443-4895
298,5110-01-541-1201,Multi-Tool,78.64,EA,H,KVPMSCA0298,4460-01-443-4896
299,5110-01-541-1202,Multi-Tool,113.46,EA,H,KVPMSCA0299,4460-01-443-4897
300,5110-01-541-1439,Multi-Tool,59.94,EA,H,KVPMSCA0300,4510-00-203-2707
301,5110-01-541-1454,Multi-Tool,108.69,EA,H,KVPMSCA0301,4510-00-203-2721
302,5110-01-545-5273,Utility Scissors,29.89,EA,H,KVPMSCA0302,4510-00-224-8549
303,5110-01-598-6425,Single-Bit Ax,41.32,EA,H,KVPMSCA0303,4510-00-247-1370
304,5110-01-598-6426,Double Bit Ax,50.99,EA,H,KVPMSCA0304,4510-00-253-0857
305,5110-01-611-7561,Floor Scraper,33.88,EA,H,KVPMSCA0305,4510-00-595-0922
306,5110-01-621-4767,Utility Knife (Replacement Blades),2.61,EA,H,KVPMSCA0306,4510-00-595-1785
307,5110-01-621-5252,Utility Knife (Retractable),4.13,EA,H,KVPMSCA0307,4510-00-752-9065
308,5110-01-621-5253,Utility Knife (Retractable),1.78,EA,H,KVPMSCA0308,4510-00-756-1145
309,5110-01-621-5254,Utility Knife (Replacement Blades),5.51,EA,H,KVPMSCA0309,4510-01-327-9405
310,5110-01-621-5255,Utility Knife (Retractable),1.64,EA,H,KVPMSCA0310,4510-01-426-4187
311,5110-01-621-5256,Utility Knife (Retractable),2.75,EA,H,KVPMSCA0311,4510-01-480-1323
312,5110-01-621-5257,Utility Knife (Replacement Blades),1.64,EA,H,KVPMSCA0312,4510-01-521-9866
313,5110-01-621-5259,Utility Knife (Retractable),5.51,EA,H,KVPMSCA0313,4510-01-521-9867
314,5110-01-621-7915,Utility Knife (Retractable),7.58,EA,H,KVPMSCA0314,4510-01-521-9868
315,5110-01-621-8439,Utility Knife (Replacement Blades),3.71,EA,H,KVPMSCA0315,4510-01-521-9869
316,5120-00-009-3743,Trowel (Margin),13.96,EA,H,KVPMSCA0316,4510-01-521-9870
317,5120-00-010-7913,Flat Tip Screwdriver,4.36,EA,H,KVPMSCA0317,4510-01-521-9871
318,5120-00-010-7914,Flat Tip Screwdriver,8.86,EA,H,KVPMSCA0318,4510-01-521-9872
319,5120-00-017-3827,Crimping Tool (Positioner),58.2,EA,H,KVPMSCA0319,4510-01-521-9873
320,5120-00-017-3927,Crimping Tool (Positioner),58.2,EA,H,KVPMSCA0320,4510-01-551-1194
321,5120-00-018-0575,Electrical Contact Tool (Installing and Removing),0.66,EA,H,KVPMSCA0321,4510-01-551-2864
322,5120-00-020-5635,Torque Wrench Heads (Interchangeable),69.14,EA,H,KVPMSCA0322,4510-01-551-2865
323,5120-00-020-5636,Torque Wrench Heads (Interchangeable),55.82,EA,H,KVPMSCA0323,4510-01-551-2866
324,5120-00-020-5637,Torque Wrench,119.93,EA,H,KVPMSCA0324,4510-01-551-2867
325,5120-00-020-5639,Torque Wrench (Indicating)(Detachable Head),124.97,EA,H,KVPMSCA0325,4520-00-540-2038
326,5120-00-020-5926,Removal Tool (Screwdriver Style),15.4,EA,H,KVPMSCA0326,4520-00-865-5939
327,5120-00-020-8601,Torque Wrench Heads (Interchangeable),56.32,EA,H,KVPMSCA0327,4720-01-447-8757
328,5120-00-020-8653,Torque Wrench Heads (Interchangeable),51.26,EA,H,KVPMSCA0328,4720-01-447-8759
329,5120-00-022-9794,Offset Screwdriver (Flat Tip),6.92,EA,H,KVPMSCA0329,4730-01-385-7313
330,5120-00-025-0701,Spanner Wrench,132.69,EA,H,KVPMSCA0330,4920-01-569-3630
331,5120-00-030-7934,Mechanical Puller (Adapter),12.95,EA,H,KVPMSCA0331,4920-01-569-3632
332,5120-00-030-7942,Mechanical Puller,66.61,EA,H,KVPMSCA0332,4920-01-569-3634
333,5120-00-034-7627,Mechanical Puller (Attachment),21.7,EA,H,KVPMSCA0333,4940-00-803-6444
334,5120-00-034-7633,Mechanical Puller (Spacer),10.64,EA,H,KVPMSCA0334,4940-01-490-2455
335,5120-00-042-6837,Flat Tip Screwdriver,4.03,EA,H,KVPMSCA0335,4940-01-490-2463
336,5120-00-044-1718,Socket Screwdriver Bit (Hex),3.68,EA,H,KVPMSCA0336,4940-01-490-2470
337,5120-00-055-4063,Caulking Gun Nozzle,2.65,EA,H,KVPMSCA0337,4940-01-504-5270
338,5120-00-056-3237,Spatula Set,4.87,SE,H,KVPMSCA0338,4940-01-504-5273
339,5120-00-059-6711,Adjustable Joint Pliers (Angle Nose),13.26,EA,H,KVPMSCA0339,4940-01-505-0680
340,5120-00-060-2004,Screwdriver (Phillips),1.61,EA,H,KVPMSCA0340,4940-01-535-7652
341,5120-00-061-1283,Caulking Tool,70.82,EA,H,KVPMSCA0341,4940-01-535-7653
342,5120-00-061-8540,Ball Peen Hammer (Fiberglass Handle),10.44,EA,H,KVPMSCA0342,4940-01-535-7654
343,5120-00-061-8541,Ball Peen Hammer (Fiberglass Handle),9.74,EA,H,KVPMSCA0343,5110-00-018-0952
344,5120-00-061-8542,Ball Peen Hammer (Fiberglass Handle),9.57,EA,H,KVPMSCA0344,5110-00-062-6625
345,5120-00-061-8546,Ball Peen Hammer (Fiberglass Handle),23.21,EA,H,KVPMSCA0345,5110-00-063-3037
346,5120-00-062-5413,Screwdriver Handle (Reversible Bit),6.57,SE,H,KVPMSCA0346,5110-00-116-9397
347,5120-00-063-6502,Pipe Wrench (Strap Type),85.68,EA,H,KVPMSCA0347,5110-00-156-0054
348,5120-00-065-4903,Socket Wrench (Reversible Ratchet),13.92,EA,H,KVPMSCA0348,5110-00-161-6912
349,5120-00-079-4599,Electrical Contact Tool (Installing),23.22,EA,H,KVPMSCA0349,5110-00-162-2205
350,5120-00-079-4601,Electrical Contact Tool (Removing),27.55,EA,H,KVPMSCA0350,5110-00-166-1207
351,5120-00-079-4602,Electrical Contact Tool (Removing),32.84,EA,H,KVPMSCA0351,5110-00-203-8310
352,5120-00-081-2304,Open End Wrench Set (Double Head),224.55,SE,H,KVPMSCA0352,5110-00-204-2685
353,5120-00-081-2305,"Socket Set (Standard, Mixed)",34.44,SE,H,KVPMSCA0353,5110-00-221-1049
354,5120-00-081-2307,"Socket Set (Standard, Mixed)",148.35,SE,H,KVPMSCA0354,5110-00-221-1075
355,5120-00-081-9099,Open End Wrench (Double Head),108.1,EA,H,KVPMSCA0355,5110-00-221-1087
356,5120-00-082-8528,Socket (Universal Joint),17.33,EA,H,KVPMSCA0356,5110-00-221-1372
357,5120-00-083-2844,Hand Jack (Hydraulic),186.66,EA,H,KVPMSCA0357,5110-00-222-2117
358,5120-00-087-1022,Socket Wrench Kit,552.39,KT,H,KVPMSCA0358,5110-00-222-4400
359,5120-00-087-4106,Pliers (Round Nose),16.2,EA,H,KVPMSCA0359,5110-00-222-4401
360,5120-00-088-9393,Retaining Ring Pliers (Convertible),14.92,EA,H,KVPMSCA0360,5110-00-223-5379
361,5120-00-089-0874,Retaining Ring Pliers (Convertible),14.42,EA,H,KVPMSCA0361,5110-00-224-7055
362,5120-00-103-9708,Electrical Contact Tool (Removing),44.11,EA,H,KVPMSCA0362,5110-00-224-7056
363,5120-00-103-9743,Screwdriver Set,22.65,SE,H,KVPMSCA0363,5110-00-228-3161
364,5120-00-103-9754,Flare Nut Wrench Set,30.16,SE,H,KVPMSCA0364,5110-00-233-9110
365,5120-00-103-9795,Metric Socket Set (Long Length),22.57,SE,H,KVPMSCA0365,5110-00-234-1944
366,5120-00-103-9800,Metric Socket Set (Mixed),340.4,SE,H,KVPMSCA0366,5110-00-234-6554
367,5120-00-104-2628,Handle Assembly,554.48,EA,H,KVPMSCA0367,5110-00-234-6557
368,5120-00-106-2690,Mortar Float (Magnesium Blade),28.31,EA,H,KVPMSCA0368,5110-00-236-3273
369,5120-00-116-9360,Socket Wrench Size Adapter,17.25,EA,H,KVPMSCA0369,5110-00-240-3094
370,5120-00-117-3428,Torque Wrench (Indicating),135.77,EA,H,KVPMSCA0370,5110-00-241-9132
371,5120-00-126-4076,Socket (Long Length),2.47,EA,H,KVPMSCA0371,5110-00-241-9138
372,5120-00-132-0396,Electrical Contact Tool (Installing and Removing),3.02,EA,H,KVPMSCA0372,5110-00-241-9149
373,5120-00-132-5451,Electrical Contact Tool (Installing and Removing),3.02,EA,H,KVPMSCA0373,5110-00-242-0127
374,5120-00-132-5739,Electrical Contact Tool (Installing and Removing),4.76,EA,H,KVPMSCA0374,5110-00-242-3057
375,5120-00-132-5808,Electrical Contact Tool (Installing and Removing),2.98,EA,H,KVPMSCA0375,5110-00-242-3457
376,5120-00-132-6328,Electrical Contact Tool (Installing and Removing),2.33,EA,H,KVPMSCA0376,5110-00-242-5387
377,5120-00-133-0144,Electrical Contact Tool (Removing),2.42,EA,H,KVPMSCA0377,5110-00-243-0865
378,5120-00-133-0577,Crimping Tool (Die),95.42,EA,H,KVPMSCA0378,5110-00-243-1645
379,5120-00-137-9140,Electrical Contact Tool (Installing),44.11,EA,H,KVPMSCA0379,5110-00-243-2003
380,5120-00-142-5156,Socket (Universal Joint),19.8,EA,H,KVPMSCA0380,5110-00-243-2004
381,5120-00-144-5207,Socket Wrench Size Adapter,8.08,EA,H,KVPMSCA0381,5110-00-243-7965
382,5120-00-146-6558,Electrical Contact Tool (Removing),54.91,EA,H,KVPMSCA0382,5110-00-245-4160
383,5120-00-148-7917,Combination Wrench Set (Box and Open End),97.85,SE,H,KVPMSCA0383,5110-00-245-4177
384,5120-00-148-9489,Combination Wrench Set (Box and Open End),21.43,SE,H,KVPMSCA0384,5110-00-253-3152
385,5120-00-152-2283,"Socket Set (Standard, Regular Length)",99.36,SE,H,KVPMSCA0385,5110-00-253-3154
386,5120-00-157-3138,Electrical Contact Tool (Installing and Removing),1.21,EA,H,KVPMSCA0386,5110-00-253-3156
387,5120-00-169-5776,Torque Wrench,160.51,EA,H,KVPMSCA0387,5110-00-253-3158
388,5120-00-170-7938,"Crimping Tool (""STA-KON"" Terminal)",19.21,EA,H,KVPMSCA0388,5110-00-253-3160
389,5120-00-177-6801,"Torque Wrench (Indicating, Screwdriver)",249.03,EA,H,KVPMSCA0389,5110-00-255-0420
390,5120-00-177-6859,Socket (Regular Length),5.09,EA,H,KVPMSCA0390,5110-00-268-2897
391,5120-00-177-6966,Electrical Contact Tool (Removing),27.57,EA,H,KVPMSCA0391,5110-00-272-2699
392,5120-00-177-6967,Electrical Contact Tool (Installing),44.13,EA,H,KVPMSCA0392,5110-00-293-0108
393,5120-00-177-7029,Electrical Contact Tool (Removing),42.12,EA,H,KVPMSCA0393,5110-00-293-0985
394,5120-00-177-7322,Combination Wrench (Box & Open End),62.61,EA,H,KVPMSCA0394,5110-00-293-1905
395,5120-00-177-7324,Socket Screwdriver Bit (Hex),5.6,EA,H,KVPMSCA0395,5110-00-293-3435
396,5120-00-177-9312,Socket Wrench (Reversible Ratchet),42.37,EA,H,KVPMSCA0396,5110-00-293-9199
397,5120-00-177-9839,Blind Riveter (Wrench Header),47.05,EA,H,KVPMSCA0397,5110-00-344-9900
398,5120-00-180-0728,Jeweler's Screwdriver,2.53,EA,H,KVPMSCA0398,5110-00-359-6478
399,5120-00-180-0729,Jeweler's Screwdriver,2.53,EA,H,KVPMSCA0399,5110-00-373-1691
400,5120-00-180-0777,Screw Extractor,3.17,EA,H,KVPMSCA0400,5110-00-554-7286
401,5120-00-180-0779,Screw Extractor,2.48,EA,H,KVPMSCA0401,5110-00-555-9500
402,5120-00-180-0848,C Clamp,53.5,EA,H,KVPMSCA0402,5110-00-585-8430
403,5120-00-180-0849,C Clamp,79.89,EA,H,KVPMSCA0403,5110-00-585-8431
404,5120-00-180-0871,Wrecking Bar,116.64,EA,H,KVPMSCA0404,5110-00-585-8432
405,5120-00-180-0887,Jeweler's Screwdriver Replacement Blade,0.98,EA,H,KVPMSCA0405,5110-00-585-8433
406,5120-00-180-0897,C Clamp,128.96,EA,H,KVPMSCA0406,5110-00-596-7217
407,5120-00-180-0905,C Clamp,18.62,EA,H,KVPMSCA0407,5110-00-596-9703
408,5120-00-180-0907,C Clamp,16.18,EA,H,KVPMSCA0408,5110-00-614-1455
409,5120-00-180-1016,Socket,9.32,EA,H,KVPMSCA0409,5110-00-640-5419
410,5120-00-180-2936,Quick Adjusting Screw Clamp (Heavy Duty),41.11,EA,H,KVPMSCA0410,5110-00-771-3732
411,5120-00-180-2951,Mechanical Finger,7.18,EA,H,KVPMSCA0411,5110-00-892-5071
412,5120-00-181-6765,Crowfoot Wrench (Flare Nut),16.12,EA,H,KVPMSCA0412,5110-00-935-0890
413,5120-00-181-6813,Socket (Regular Length),4.51,EA,H,KVPMSCA0413,5110-00-965-0878
414,5120-00-181-6816,Socket (Regular Length),5.62,EA,H,KVPMSCA0414,5110-01-003-9357
415,5120-00-181-6819,Slip Joint Pliers (Straight Nose),8.57,EA,H,KVPMSCA0415,5110-01-014-4948
416,5120-00-184-8384,Crowfoot Wrench (Open End),7.42,EA,H,KVPMSCA0416,5110-01-060-1701
417,5120-00-184-8385,Crowfoot Wrench (Flare Nut),62.72,EA,H,KVPMSCA0417,5110-01-068-5253
418,5120-00-184-8397,Crowfoot Wrench (Open End),7.48,EA,H,KVPMSCA0418,5110-01-181-7030
419,5120-00-184-8403,Crowfoot Wrench (Open End),10.58,EA,H,KVPMSCA0419,5110-01-241-4371
420,5120-00-184-8439,Open End Wrench (Double Head),37.89,EA,H,KVPMSCA0420,5110-01-241-4373
421,5120-00-184-8653,Open End Wrench (Angle Style),21.59,EA,H,KVPMSCA0421,5110-01-241-4375
422,5120-00-187-1033,Ball Peen Hammer (Wood Handle),58.99,EA,H,KVPMSCA0422,5110-01-241-4376
423,5120-00-187-1034,Ball Peen Hammer (Fiberglass Handle),54.76,EA,H,KVPMSCA0423,5110-01-321-8805
424,5120-00-187-7123,Open End Wrench (Double Head),5.93,EA,H,KVPMSCA0424,5110-01-335-1366
425,5120-00-187-7126,Open End Wrench (Double Head),4.12,EA,H,KVPMSCA0425,5110-01-335-1417
426,5120-00-187-7133,Open End Wrench (Double Head),24.08,EA,H,KVPMSCA0426,5110-01-335-1418
427,5120-00-188-1182,Combination Bench and Pipe Vise,485.73,EA,H,KVPMSCA0427,5110-01-335-1519
428,5120-00-188-1790,Hand Jack (Hydraulic),278.4,EA,H,KVPMSCA0428,5110-01-335-1582
429,5120-00-188-8450,Shovel,17.26,EA,H,KVPMSCA0429,5110-01-335-1600
430,5120-00-189-7896,Crowfoot Wrench (Flare Nut),15.34,EA,H,KVPMSCA0430,5110-01-336-7982
431,5120-00-189-7910,Socket (Regular Length),11.08,EA,H,KVPMSCA0431,5110-01-336-7983
432,5120-00-189-7913,Socket (Regular Length),3.65,EA,H,KVPMSCA0432,5110-01-346-5339
433,5120-00-189-7917,Socket (Regular Length),6.33,EA,H,KVPMSCA0433,5110-01-346-5340
434,5120-00-189-7922,Socket (Long Length),11.34,EA,H,KVPMSCA0434,5110-01-348-9536
435,5120-00-189-7931,Socket (Regular Length),8.6,EA,H,KVPMSCA0435,5110-01-349-4830
436,5120-00-189-7932,Socket (Regular Length),1.17,EA,H,KVPMSCA0436,5110-01-355-8504
437,5120-00-189-7934,Socket (Regular Length),4.32,EA,H,KVPMSCA0437,5110-01-355-8506
438,5120-00-189-7935,Socket (Regular Length),2.64,EA,H,KVPMSCA0438,5110-01-367-3830
439,5120-00-189-7946,Socket (Regular Length),2.61,EA,H,KVPMSCA0439,5110-01-367-3831
440,5120-00-191-6484,Hex Key (Screwdriver Type),2.19,EA,H,KVPMSCA0440,5110-01-367-3878
441,5120-00-194-1648,Hammer (Soft Face),36.86,EA,H,KVPMSCA0441,5110-01-367-4648
442,5120-00-194-9458,Pick (Digging),30.43,EA,H,KVPMSCA0442,5110-01-367-7248
443,5120-00-197-5344,Sheet Metal Holder (Edge Grip),2.99,EA,H,KVPMSCA0443,5110-01-369-9340
444,5120-00-197-9473,Blacksmiths Tools (Punch),192.05,EA,H,KVPMSCA0444,5110-01-377-2274
445,5120-00-198-5387,Hex Key,15.38,EA,H,KVPMSCA0445,5110-01-377-2344
446,5120-00-198-5390,Hex Key,0.62,EA,H,KVPMSCA0446,5110-01-385-7235
447,5120-00-198-5398,Hex Key,0.08,EA,H,KVPMSCA0447,5110-01-385-7354
448,5120-00-198-5400,Hex Key,0.13,EA,H,KVPMSCA0448,5110-01-385-7392
449,5120-00-198-5401,Hex Key,0.09,EA,H,KVPMSCA0449,5110-01-394-6249
450,5120-00-198-5403,Hex Key,31.72,EA,H,KVPMSCA0450,5110-01-394-6252
451,5120-00-198-5410,Hex Key,0.2,EA,H,KVPMSCA0451,5110-01-395-0291
452,5120-00-199-7765,Socket (Regular Length),10.26,EA,H,KVPMSCA0452,5110-01-400-1447
453,5120-00-199-7767,Socket (Regular Length),10.41,EA,H,KVPMSCA0453,5110-01-414-4918
454,5120-00-199-7768,Socket (Regular Length),11.41,EA,H,KVPMSCA0454,5110-01-414-4920
455,5120-00-199-7769,Socket (Regular Length),12.85,EA,H,KVPMSCA0455,5110-01-416-7827
456,5120-00-199-7771,Socket (Regular Length),21.8,EA,H,KVPMSCA0456,5110-01-416-7830
457,5120-00-203-4656,Blacksmith's/Engineer's Hammer (Sledge),14.73,EA,H,KVPMSCA0457,5110-01-428-5268
458,5120-00-203-4794,Wrench (Open End) (Single Head),21.93,EA,H,KVPMSCA0458,5110-01-428-5275
459,5120-00-203-4797,Wrench (Open End) (Single Head),20.69,EA,H,KVPMSCA0459,5110-01-428-5278
460,5120-00-203-4804,Wrench (Open End) (Single Head),17.37,EA,H,KVPMSCA0460,5110-01-428-5342
461,5120-00-203-4807,Wrench (Open End) (Single Head),14.5,EA,H,KVPMSCA0461,5110-01-428-5416
462,5120-00-203-4808,Wrench (Open End) (Single Head),15.7,EA,H,KVPMSCA0462,5110-01-428-5422
463,5120-00-203-4810,Wrench (Open End) (Single Head),16.17,EA,H,KVPMSCA0463,5110-01-429-7306
464,5120-00-203-4811,Wrench (Open End) (Single Head),23.83,EA,H,KVPMSCA0464,5110-01-429-7382
465,5120-00-203-4812,Wrench (Open End) (Single Head),15.66,EA,H,KVPMSCA0465,5110-01-060-1701
466,5120-00-203-6437,C Clamp,53.15,EA,H,KVPMSCA0466,5110-01-068-5253
467,5120-00-204-1999,"Socket Set (Standard, Mixed)",435.47,SE,H,KVPMSCA0467,5110-01-181-7030
468,5120-00-221-1072,Punches (Center),6.25,EA,H,KVPMSCA0468,5110-01-060-1701
469,5120-00-221-1117,Machinist's Vise,756.62,EA,H,KVPMSCA0469,5110-01-068-5253
470,5120-00-221-1122,Bench Vise (Clamp Base),42.93,EA,H,KVPMSCA0470,5110-01-181-7030
471,5120-00-221-1146,Grommet Inserting Punch & Die (Spur),33.57,SE,H,KVPMSCA0471,5110-01-060-1701
472,5120-00-221-1147,Grommet Inserting Punch & Die (Spur),35.71,EA,H,KVPMSCA0472,5110-01-068-5253
473,5120-00-221-1148,Grommet Inserting Punch & Die (Spur),36.82,EA,H,KVPMSCA0473,5110-01-181-7030
474,5120-00-221-1149,Grommet Inserting Punch & Die (Spur),42.79,EA,H,KVPMSCA0474,5110-01-060-1701
475,5120-00-221-1151,Grommet Inserting Punch & Die (Spur),54.33,EA,H,KVPMSCA0475,5110-01-068-5253
476,5120-00-221-1506,Vise Jaw Caps,29.88,PR,H,KVPMSCA0476,5110-01-181-7030
477,5120-00-221-1542,Scratch Awl,5,EA,H,KVPMSCA0477,5110-01-060-1701
478,5120-00-221-1597,Sheet Holder Pliers,9.05,EA,H,KVPMSCA0478,5110-01-068-5253
479,5120-00-221-1668,Lead Seal Hand Press,104.73,EA,H,KVPMSCA0479,5110-01-181-7030
480,5120-00-221-7947,Torque Wrench (Indicating),109.11,EA,H,KVPMSCA0480,5110-01-060-1701
481,5120-00-221-7957,Socket Wrench (Reversible Ratchet),16.04,EA,H,KVPMSCA0481,5110-01-068-5253
482,5120-00-221-7958,Socket Wrench (Breaker Bar),9.7,EA,H,KVPMSCA0482,5110-01-181-7030
483,5120-00-221-7968,Socket Wrench (Reversible Ratchet),130.53,EA,H,KVPMSCA0483,5110-01-060-1701
484,5120-00-221-7980,"Box Wrench (Double Head, Ratchet)",5.42,EA,H,KVPMSCA0484,5110-01-068-5253
485,5120-00-221-7988,Socket Wrench (Breaker Bar),145.62,EA,H,KVPMSCA0485,5110-01-181-7030
486,5120-00-222-1489,Hex Key,5.06,EA,H,KVPMSCA0486,5110-01-060-1701
487,5120-00-222-1499,Nut Driver (Conventional),3.62,EA,H,KVPMSCA0487,5110-01-068-5253
488,5120-00-222-1534,Screw Clamp,21.26,EA,H,KVPMSCA0488,5110-01-181-7030
489,5120-00-222-1612,C Clamp,19.27,EA,H,KVPMSCA0489,5110-01-060-1701
490,5120-00-222-2220,Mallet (Rawhide),53.81,EA,H,KVPMSCA0490,5110-01-068-5253
491,5120-00-222-2232,Pliers (Round Nose),8.41,EA,H,KVPMSCA0491,5110-01-181-7030
492,5120-00-222-3336,Sheet Metal Holder (Hole Grip),0.59,EA,H,KVPMSCA0492,5110-01-060-1701
493,5120-00-222-4284,Pin Remover (Cotter Key),14.72,EA,H,KVPMSCA0493,5110-01-068-5253
494,5120-00-222-8852,Flat Tip Screwdriver,1.5,EA,H,KVPMSCA0494,5110-01-181-7030
495,5120-00-223-1945,Machinist's Vise,1191.91,EA,H,KVPMSCA0495,5110-01-060-1701
496,5120-00-223-1951,Combination Bench and Pipe Vise,620.13,EA,H,KVPMSCA0496,5110-01-068-5253
497,5120-00-223-6838,Sewing Palm,14.46,EA,H,KVPMSCA0497,5110-01-181-7030
498,5120-00-223-6940,Screw Extractor,6.39,EA,H,KVPMSCA0498,5110-01-060-1701
499,5120-00-223-6986,Socket Screwdriver Bit (Flat Tip),7.76,EA,H,KVPMSCA0499,5110-01-068-5253
500,5120-00-223-7397,Slip Joint Pliers (Straight Nose),5.75,EA,H,KVPMSCA0500,5110-01-181-7030
501,5120-00-223-8426,Posthole Digger,84.43,EA,H,KVPMSCA0501,5110-01-060-1701
502,5120-00-223-8653,Deflator Valve Tool,44.08,EA,H,KVPMSCA0502,5110-01-068-5253
503,5120-00-223-8846,Tubing Pinch-Off Tool,26.62,SE,H,KVPMSCA0503,5110-01-181-7030
504,5120-00-223-8862,Plunger (Sink),1.64,EA,H,KVPMSCA0504,5110-01-060-1701
505,5120-00-223-9480,Trowel (Plaster),13.23,EA,H,KVPMSCA0505,5110-01-068-5253
506,5120-00-223-9482,Trowel (Brick),18.97,EA,H,KVPMSCA0506,5110-01-181-7030
507,5120-00-223-9556,Stuffing Box Packing Extractor,5.81,EA,H,KVPMSCA0507,5110-01-060-1701
508,5120-00-223-9557,Stuffing Box Packing Extractor,7.42,EA,H,KVPMSCA0508,5110-01-068-5253
509,5120-00-224-1372,Pry Bar (Pinch),14.92,EA,H,KVPMSCA0509,5110-01-181-7030
510,5120-00-224-1390,Pry Bar (Pinch),46.59,EA,H,KVPMSCA0510,5110-01-060-1701
511,5120-00-224-1393,Wrecking Bar,8.12,EA,H,KVPMSCA0511,5110-01-068-5253
512,5120-00-224-1540,Lineman's Pliers (Non-Magnetic/Non-Sparking),128.93,EA,H,KVPMSCA0512,5110-01-181-7030
513,5120-00-224-1567,Slip Joint Pliers (Straight Nose),6.19,EA,H,KVPMSCA0513,5110-01-060-1701
514,5120-00-224-2508,Hex Key (Screwdriver Type),5.14,EA,H,KVPMSCA0514,5110-01-068-5253
515,5120-00-224-2510,Hex Key,3.14,EA,H,KVPMSCA0515,5110-01-181-7030
516,5120-00-224-2596,Nut Driver (Conventional),2.87,EA,H,KVPMSCA0516,5110-01-060-1701
517,5120-00-224-2599,Nut Driver (Conventional),2.74,EA,H,KVPMSCA0517,5110-01-068-5253
518,5120-00-224-3102,Open End Wrench (Double Head),5.81,EA,H,KVPMSCA0518,5110-01-181-7030
519,5120-00-224-3135,Box Wrench (Double Head),14.1,EA,H,KVPMSCA0519,5110-01-060-1701
520,5120-00-224-3136,Box Wrench (Double Head),15.8,EA,H,KVPMSCA0520,5110-01-068-5253
521,5120-00-224-3138,Box Wrench (Double Head),6.59,EA,H,KVPMSCA0521,5110-01-181-7030
522,5120-00-224-3141,Box Wrench (Double Head),24.77,EA,H,KVPMSCA0522,5110-01-060-1701
523,5120-00-224-3142,Box Wrench (Double Head),9.67,EA,H,KVPMSCA0523,5110-01-068-5253
524,5120-00-224-3146,Box Wrench (Double Head),6.03,EA,H,KVPMSCA0524,5110-01-181-7030
525,5120-00-224-3148,Box Wrench (Double Head),13.75,EA,H,KVPMSCA0525,5110-01-060-1701
